Saint Bernard,Dog,Switzerland,Very Large; males 64-82 kg,8-10 years,"Gentle, friendly, and protective",Short or long,"Various colors including white and brown, red and white",Minimal grooming,Moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to bloat and hip dysplasia,"1,500"
Saluki,Dog,Egypt,Large; males 20-30 kg,12-14 years,"Gentle, reserved, and independent",Short,"Various colors including tan, black, and white",Minimal grooming,Moderate exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Gentle, reserved, and good with families",Prone to certain genetic disorders,"1,000"
Samoyed,Dog,Russia,Large; males 23-30 kg,12-14 years,"Friendly, gentle, and playful",Long,White,Regular grooming,Moderate to high exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to hip dysplasia and eye problems,"1,500"
Scottish Terrier,Dog,United Kingdom,Small; males 8-10 kg,12-15 years,"Confident, alert, and loyal",Short,"Various colors including black, brindle, and wheaten",Minimal grooming,Low to moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Lively, loyal, and good with families",Prone to certain genetic disorders,"1,000"
Shiba Inu,Dog,Japan,Small; males 8-10 kg,12-15 years,"Independent, alert, and spirited",Short,"Various colors including red, sesame, and black",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, independent, and good with families",Prone to certain genetic disorders,"1,200"
Shetland Sheepdog,Dog,United Kingdom,Medium; males 6-12 kg,12-14 years,"Intelligent, energetic, and affectionate",Long,"Various colors including sable, blue merle, and black",Regular grooming,Moderate to high exercise; enjoys playtime and walks,Highly trainable with positive reinforcement,"Lively, intelligent, and good with families",Prone to hip dysplasia and eye issues,"1,200"
Staffordshire Bull Terrier,Dog,United Kingdom,Medium; males 11-17 kg,12-14 years,"Loyal, brave, and affectionate",Short,"Various colors including blue, brindle, and red",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders,"1,000"
Standard Schnauzer,Dog,Germany,Medium; males 14-20 kg,12-15 years,"Intelligent, alert, and loyal",Short,"Various colors including salt and pepper, black",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, intelligent, and good with families",Prone to certain genetic disorders,"1,000"
Vizsla,Dog,Hungary,Medium; males 20-30 kg,12-14 years,"Energetic, loyal, and affectionate",Short,"Various colors including rust, golden",Minimal grooming,High exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,200"
Weimaraner,Dog,Germany,Large; males 30-40 kg,10-12 years,"Energetic, intelligent, and loyal",Short,"Various colors including gray, silver",Minimal grooming,High exercise; enjoys running and playtime,Highly trainable with positive reinforcement,"Lively, affectionate, and good with families",Prone to hip dysplasia and bloat,"1,200"
Welsh Corgi,Dog,Wales,Small; males 10-14 kg,12-15 years,"Lively, intelligent, and affectionate",Short,"Various colors including red, sable, and tri-color",Minimal grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, playful, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,000"
Airedale Terrier,Dog,United Kingdom,Large; males 20-30 kg,10-14 years,"Confident, intelligent, and friendly",Short,Various colors including tan and black,Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, intelligent, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,000"
Australian Cattle Dog,Dog,Australia,Medium; males 16-23 kg,12-15 years,"Energetic, intelligent, and loyal",Short,"Various colors including blue, red, and mottled",Minimal grooming,High exercise; enjoys running and playtime,Highly trainable with positive reinforcement,"Lively, intelligent, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,200"
Australian Terrier,Dog,Australia,Small; males 5-7 kg,12-15 years,"Confident, alert, and friendly",Short,"Various colors including blue and tan, red",Minimal grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, playful, and good with families",Prone to certain genetic disorders,900
Basenji,Dog,Congo,Small; males 9-11 kg,12-14 years,"Energetic, intelligent, and independent",Short,"Various colors including red, brindle, and white",Minimal grooming,High exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Lively, independent, and good with families",Prone to certain genetic disorders,"1,000"
Bedlington Terrier,Dog,United Kingdom,Medium; males 8-10 kg,12-14 years,"Gentle, intelligent, and friendly",Curly,"Various colors including blue, liver, and sandy",Regular grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to certain genetic disorders,"1,000"
Belgian Malinois,Dog,Belgium,Medium; males 25-30 kg,12-14 years,"Energetic, intelligent, and loyal",Short,"Various colors including tan, black",Minimal grooming,High exercise; enjoys running and playtime,Highly trainable with positive reinforcement,"Lively, protective, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,200"
Belgian Sheepdog,Dog,Belgium,Medium; males 25-30 kg,12-14 years,"Intelligent, loyal, and energetic",Long,Various colors including black,Regular grooming,High exercise; enjoys running and playtime,Highly trainable with positive reinforcement,"Lively, intelligent, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,200"
Borzoi,Dog,Russia,Large; males 34-48 kg,10-12 years,"Gentle, reserved, and intelligent",Long,"Various colors including white, fawn, and black",Regular grooming,Moderate exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Gentle, reserved, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,500"
Brittany,Dog,France,Medium; males 14-20 kg,12-14 years,"Friendly, energetic, and intelligent",Short,"Various colors including orange and white, liver and white",Minimal grooming,Moderate to high exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,000"
Dogue de Bordeaux,Dog,France,Large; males 45-50 kg,9-11 years,"Loyal, courageous, and affectionate",Short,"Various colors including fawn, red, and mahogany",Minimal grooming,Moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Lively, protective, and good with families",Prone to hip dysplasia and bloat,"1,500"
Field Spaniel,Dog,United Kingdom,Medium; males 13-18 kg,12-14 years,"Friendly, affectionate, and energetic",Long,"Various colors including liver, black, and tan",Regular grooming,Moderate to high exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to hip dysplasia and ear infections,"1,000"
Glen of Imaal Terrier,Dog,Ireland,Medium; males 14-16 kg,10-14 years,"Lively, intelligent, and friendly",Short,"Various colors including blue, brindle, and wheaten",Minimal grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, playful, and good with families",Prone to certain genetic disorders,900
Great Pyrenees,Dog,France,Large; males 45-54 kg,10-12 years,"Gentle, protective, and independent",Long,White,Regular grooming,Moderate to high exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, protective, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,500"
Ibizan Hound,Dog,Spain,Medium; males 22-29 kg,12-14 years,"Energetic, friendly, and intelligent",Short,"Various colors including white, red, and tan",Minimal grooming,High exercise; enjoys running and playtime,Trainable with patience and positive reinforcement,"Lively, intelligent, and good with families",Prone to certain genetic disorders,"1,000"
Japanese Chin,Dog,Japan,Small; males 1.8-3 kg,12-14 years,"Affectionate, alert, and friendly",Long,"Various colors including white, black, and red",Regular grooming,Low to moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to dental issues and respiratory problems,"1,000"
Lagotto Romagnolo,Dog,Italy,Medium; males 11-16 kg,12-14 years,"Energetic, intelligent, and affectionate",Curly,"Various colors including white, brown, and orange",Regular grooming,Moderate to high exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders,"1,200"
Manchester Terrier,Dog,United Kingdom,Small; males 5-8 kg,14-16 years,"Energetic, intelligent, and friendly",Short,"Various colors including black and tan, chocolate and tan",Minimal grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, playful, and good with families",Prone to certain genetic disorders,900
Neapolitan Mastiff,Dog,Italy,Large; males 50-70 kg,8-10 years,"Loyal, protective, and calm",Short,"Various colors including black, blue, and tawny",Minimal grooming,Moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Gentle, protective, and good with families",Prone to bloat and hip dysplasia,"1,500"
Norfolk Terrier,Dog,United Kingdom,Small; males 4-5 kg,12-15 years,"Affectionate, alert, and lively",Short,"Various colors including red, black and tan",Minimal grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, playful, and good with families",Prone to certain genetic disorders,900
Norwegian Elkhound,Dog,Norway,Medium; males 20-25 kg,12-15 years,"Loyal, friendly, and alert",Short,"Various colors including gray, black, and white",Minimal grooming,Moderate exercise; enjoys playtime and walks,Trainable with patience and positive reinforcement,"Lively, intelligent, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,000"
Nova Scotia Duck Tolling Retriever,Dog,Canada,Medium; males 17-23 kg,12-14 years,"Energetic, friendly, and intelligent",Long,"Various colors including red, orange, and white",Regular grooming,Moderate to high exercise; enjoys playtime and running,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to hip dysplasia and certain genetic disorders,"1,200"
Papillon,Dog,France,Small; males 4-5 kg,12-16 years,"Lively, intelligent, and affectionate",Long,"Various colors including white, black, and tan",Regular grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, intelligent, and good with families",Prone to dental issues and allergies,"1,000"
Pekingese,Dog,China,Small; males 3-6 kg,12-15 years,"Affectionate, independent, and alert",Long,"Various colors including red, black, and white",Regular grooming,Low to moderate exercise; enjoys short walks and playtime,Trainable with patience and positive reinforcement,"Gentle, affectionate, and good with families",Prone to respiratory issues and eye problems,"1,000"
Petit Basset Griffon Vendeen,Dog,France,Medium; males 15-18 kg,12-15 years,"Friendly, lively, and alert",Short,"Various colors including white, orange, and tan",Minimal grooming,Moderate exercise; enjoys playtime and short walks,Trainable with patience and positive reinforcement,"Lively, affectionate, and good with families",Prone to certain genetic disorders,"1,000"
African Grey Parrot,Bird,Africa,Medium; 400-600 grams,40-60 years,"Intelligent, social, and affectionate",Feathers,Gray,Regular grooming and attention,High exercise needs; requires interaction and stimulation,Highly trainable,Very social and communicative,Prone to feather plucking and obesity,"2,000"
Amazon Parrot,Bird,Central and South America,Medium; 350-500 grams,30-50 years,"Playful, affectionate, and noisy",Feathers,Green,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience and consistency,Very social and vocal,Prone to obesity and feather plucking,"1,500"
Budgerigar,Bird,Australia,Small; 30-40 grams,5-10 years,"Friendly, active, and playful",Feathers,Various colors including blue, green, and yellow,Easy to care for; regular cage cleaning,Moderate exercise; enjoys flying and play,Easy to train,"3,455"
Cockatiel,Bird,Australia,Small; 80-125 grams,10-14 years,"Affectionate, friendly, and playful",Feathers,Various colors including gray, white, and yellow,Easy care; regular grooming,Moderate exercise; enjoys interaction and play,Trainable with patience,"2,453"
Cockatoo,Bird,Australia and Southeast Asia,Large; 300-600 grams,40-60 years,"Affectionate, intelligent, and noisy",Feathers,Various colors including white, pink, and black,Regular grooming and attention,High exercise needs; enjoys interaction and mental stimulation,Trainable with patience,"4,567"
Conure,Bird,Central and South America,Medium; 70-150 grams,20-30 years,"Playful, active, and social",Feathers,Various colors including green, red, and yellow,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience and consistency,"3,456"
Canary,Bird,Canary Islands,Small; 15-30 grams,10-15 years,"Active, melodious, and independent",Feathers,Various colors including yellow, red, and orange,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"2,345"
Finch,Bird,Africa and Asia,Small; 10-20 grams,5-10 years,"Active, social, and independent",Feathers,Various colors including red, yellow, and green,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"5,432"
Lovebird,Bird,Africa,Small; 40-60 grams,10-15 years,"Affectionate, social, and playful",Feathers,Various colors including green, yellow, and peach,Easy care; regular cage cleaning,Moderate exercise; enjoys interaction and play,Trainable with patience,"4,567"
Macaw,Bird,Central and South America,Large; 500-1000 grams,30-50 years,"Intelligent, social, and vocal",Feathers,Various colors including blue, red, and green,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Highly trainable,"1,234"
Parrotlet,Bird,Central and South America,Small; 25-50 grams,15-20 years,"Active, social, and independent",Feathers,Various colors including green, blue, and yellow,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Trainable with patience,"3,456"
Senegal Parrot,Bird,Africa,Medium; 150-200 grams,20-30 years,"Affectionate, playful, and intelligent",Feathers,Green with colorful accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,"1,000"
Sun Conure,Bird,Central and South America,Medium; 100-120 grams,15-20 years,"Playful, social, and noisy",Feathers,Yellow and orange,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience,Very social and active,Prone to feather plucking and obesity,800
Budgie,Bird,Australia,Small; 30-40 grams,5-10 years,"Friendly, active, and playful",Feathers,Various colors including blue, green, and yellow,Easy to care for; regular cage cleaning,Moderate exercise; enjoys flying and play,Easy to train,"4,211"
Quaker Parrot,Bird,South America,Medium; 70-100 grams,15-20 years,"Intelligent, social, and noisy",Feathers,Green,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and vocal,Prone to feather plucking and obesity,500
Rosella,Bird,Australia,Medium; 100-150 grams,15-20 years,"Active, friendly, and social",Feathers,Various colors including red, blue, and yellow,Regular grooming and enrichment,Moderate exercise; enjoys flying and play,Trainable with patience,"3,456"
Eclectus Parrot,Bird,Australia and New Guinea,Medium; 300-400 grams,20-30 years,"Intelligent, gentle, and social",Feathers,Green (males) and red (females),Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and gentle,Prone to obesity and feather plucking,"1,500"
Amazona Parrot,Bird,Central and South America,Medium; 350-500 grams,30-50 years,"Playful, affectionate, and noisy",Feathers,Various colors including green and red,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience,Very social and vocal,Prone to obesity and feather plucking,"1,200"
Bourke's Parrot,Bird,Australia,Small; 40-50 grams,10-15 years,"Calm, friendly, and quiet",Feathers,Pink and blue,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,Calm and gentle,Prone to respiratory issues,200
Pionus Parrot,Bird,Central and South America,Medium; 250-300 grams,20-30 years,"Gentle, social, and quiet",Feathers,Various colors including blue, green, and red,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,"8,765"
Dove,Bird,Worldwide,Small; 150-200 grams,10-15 years,"Gentle, social, and peaceful",Feathers,Various colors including white and gray,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,Peaceful and social,Prone to respiratory issues,100
Finch,Bird,Africa and Asia,Small; 10-20 grams,5-10 years,"Active, social, and independent",Feathers,Various colors including red, yellow, and green,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"1,222"
Java Sparrow,Bird,Indonesia,Small; 30-40 grams,5-10 years,"Social, active, and friendly",Feathers,Gray with pink and white,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,Active and sociable,Prone to respiratory issues,70
Lovebird,Bird,Africa,Small; 40-60 grams,10-15 years,"Affectionate, social, and playful",Feathers,Various colors including green, yellow, and peach,Easy care; regular cage cleaning,Moderate exercise; enjoys interaction and play,Trainable with patience,"2,313"
Canary,Bird,Canary Islands,Small; 15-30 grams,10-15 years,"Active, melodious, and independent",Feathers,Various colors including yellow, red, and orange,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"2,222"
Bourke's Parrot,Bird,Australia,Small; 40-50 grams,10-15 years,"Calm, friendly, and quiet",Feathers,Pink and blue,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,Calm and gentle,Prone to respiratory issues,200
Senegal Parrot,Bird,Africa,Medium; 150-200 grams,20-30 years,"Affectionate, playful, and intelligent",Feathers,Green with colorful accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,"1,000"
African Finch,Bird,Africa,Small; 10-20 grams,5-10 years,"Active, social, and cheerful",Feathers,Various colors including red, green, and yellow,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"1,221"
Indian Ringneck Parrot,Bird,India,Medium; 150-200 grams,20-30 years,"Intelligent, social, and playful",Feathers,Green with colorful accents,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and intelligent,Prone to feather plucking,800
Australian King Parrot,Bird,Australia,Medium; 250-300 grams,20-30 years,"Gentle, social, and active",Feathers,Red and green,Regular grooming and attention,Moderate exercise; enjoys flying and play,Trainable with patience,Social and gentle,Prone to feather plucking,700
Hawk-headed Parrot,Bird,Central and South America,Medium; 200-300 grams,20-30 years,"Active, playful, and social",Feathers,Green with red and blue accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and playful,Prone to feather plucking,900
Yellow-headed Amazon,Bird,Central and South America,Medium; 350-450 grams,30-50 years,"Playful, vocal, and social",Feathers,Green with yellow head,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience,Very social and communicative,Prone to obesity and feather plucking,"1,200"
Black-capped Conure,Bird,South America,Small; 70-90 grams,15-20 years,"Affectionate, playful, and vocal",Feathers,Green with black cap,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,500
Rose-breasted Cockatoo,Bird,Australia,Large; 300-500 grams,20-30 years,"Gentle, social, and affectionate",Feathers,Pink and gray,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,"1,800"
Blue-fronted Amazon,Bird,South America,Medium; 350-450 grams,30-50 years,"Playful, vocal, and intelligent",Feathers,Green with blue forehead,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience,Very social and communicative,Prone to obesity and feather plucking,"1,500"
Caique,Bird,South America,Medium; 150-200 grams,15-20 years,"Active, playful, and social",Feathers,Various colors including green, yellow, and orange,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,"1,111"
Golden Conure,Bird,South America,Medium; 150-200 grams,20-30 years,"Friendly, playful, and social",Feathers,Yellow with green accents,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,"1,000"
Dusky Pionus,Bird,Central and South America,Medium; 200-300 grams,20-30 years,"Gentle, social, and quiet",Feathers,Blue with green and red accents,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,Social and gentle,Prone to obesity and feather plucking,800
Nanday Conure,Bird,South America,Medium; 100-150 grams,15-20 years,"Playful, vocal, and affectionate",Feathers,Green with black head,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience,Very social and vocal,Prone to feather plucking,600
Green-cheeked Conure,Bird,South America,Medium; 70-100 grams,15-20 years,"Active, playful, and social",Feathers,Green with red and yellow accents,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,Very social and playful,Prone to feather plucking,500
Violet-crowned Amazon,Bird,Central and South America,Medium; 250-300 grams,20-30 years,"Gentle, social, and playful",Feathers,Green with violet crown,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,Very social and gentle,Prone to feather plucking,900
Linnie,Bird,Australia,Small; 40-50 grams,10-15 years,"Active, social, and friendly",Feathers,Green with red and yellow accents,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,Active and friendly,Prone to respiratory issues,150
Cockatiel,Bird,Australia,Small; 80-125 grams,10-14 years,"Affectionate, friendly, and playful",Feathers,Various colors including gray, white, and yellow,Easy care; regular grooming,Moderate exercise; enjoys interaction and play,Trainable with patience,"1,222"
Green-winged Macaw,Bird,South America,Large; 700-1,000 grams,30-50 years,"Playful, social, and vocal",Feathers,Green with red and blue accents,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,"3,000"
White-bellied Caique,Bird,South America,Medium; 150-200 grams,15-20 years,"Active, playful, and social",Feathers,White belly with green and yellow accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and playful,Prone to feather plucking,700
Black-headed Caique,Bird,South America,Medium; 150-200 grams,15-20 years,"Playful, affectionate, and social",Feathers,Black head with green and orange body,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,Prone to feather plucking,700
Red-fronted Macaw,Bird,South America,Large; 600-900 grams,30-50 years,"Playful, social, and vocal",Feathers,Red with green and blue accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,Prone to obesity and feather plucking,"3,000"
Buffon's Macaw,Bird,South America,Large; 800-1,000 grams,30-50 years,"Playful, social, and vocal",Feathers,Green with red and blue accents,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,"2,000"
Great Green Macaw,Bird,South America,Large; 900-1,200 grams,30-50 years,"Playful, social, and vocal",Feathers,Green with red and blue accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,"1,000"
Hyacinth Macaw,Bird,South America,Large; 1,200-1,700 grams,30-50 years,"Playful, social, and vocal",Feathers,Blue with yellow accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,"2,111"
Cuban Amazon,Bird,Cuba,Medium; 250-350 grams,30-50 years,"Playful, social, and vocal",Feathers,Green with colorful accents,Regular grooming and attention,Moderate exercise; enjoys flying and play,Trainable with patience,Very social and vocal,Prone to feather plucking,"1,000"
Red-lored Amazon,Bird,Central and South America,Medium; 350-450 grams,30-50 years,"Playful, vocal, and intelligent",Feathers,Green with red and yellow accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and communicative,Prone to obesity and feather plucking,"1,200"
Blue-fronted Amazon,Bird,South America,Medium; 350-450 grams,30-50 years,"Playful, vocal, and intelligent",Feathers,Green with blue forehead,Regular grooming and attention,High exercise needs; enjoys flying and play,Trainable with patience,Very social and communicative,Prone to obesity and feather plucking,"1,500"
Yellow-naped Amazon,Bird,Central America,Medium; 350-450 grams,30-50 years,"Playful, vocal, and intelligent",Feathers,Green with yellow nape,Regular grooming and attention,High exercise needs; enjoys flying and play,Trainable with patience,Very social and communicative,Prone to obesity and feather plucking,"1,500"
Golden-collared Macaw,Bird,South America,Large; 800-1,000 grams,30-50 years,"Playful, social, and vocal",Feathers,Green with golden collar and blue wings,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,"3,500"
Scarlet Macaw,Bird,Central and South America,Large; 800-1,000 grams,30-50 years,"Playful, social, and vocal",Feathers,Red with blue and yellow accents,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,"3,400"
Military Macaw,Bird,South America,Large; 700-1,000 grams,30-50 years,"Playful, social, and vocal",Feathers,Green with red and blue accents,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,"2,333"
Blue-and-yellow Macaw,Bird,South America,Large; 800-1,000 grams,30-50 years,"Playful, social, and vocal",Feathers,Blue with yellow underparts,Regular grooming and enrichment,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,"1,334"
Lesser Sulphur-crested Cockatoo,Bird,Australia,Medium; 250-350 grams,20-30 years,"Gentle, social, and playful",Feathers,White with yellow crest,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and gentle,Prone to feather plucking,"1,200"
Umbrella Cockatoo,Bird,Southeast Asia,Large; 400-600 grams,40-60 years,"Affectionate, social, and vocal",Feathers,White with crest,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking and obesity,"2,000"
Moluccan Cockatoo,Bird,Southeast Asia,Large; 500-800 grams,40-60 years,"Affectionate, social, and noisy",Feathers,Pink with white,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking and obesity,"2,500"
Galah,Bird,Australia,Medium; 300-400 grams,20-30 years,"Friendly, playful, and social",Feathers,Pink and gray,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,700
Rose-breasted Cockatoo,Bird,Australia,Large; 300-500 grams,20-30 years,"Gentle, social, and affectionate",Feathers,Pink and gray,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,"1,800"
Bare-eyed Cockatoo,Bird,Southeast Asia,Medium; 250-350 grams,20-30 years,"Gentle, social, and playful",Feathers,White with pink accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,"1,200"
Pink Cockatoo,Bird,Australia,Large; 400-600 grams,20-30 years,"Affectionate, social, and playful",Feathers,Pink with white accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and affectionate,Prone to feather plucking,"1,500"
Yellow-tailed Black Cockatoo,Bird,Australia,Large; 500-800 grams,20-30 years,"Playful, social, and vocal",Feathers,Black with yellow tail,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,Prone to feather plucking,"1,800"
Black-cockatoo,Bird,Australia,Large; 500-700 grams,30-50 years,"Playful, social, and vocal",Feathers,Black with red accents,Regular grooming and attention,High exercise needs; enjoys interaction and play,Trainable with patience,Very social and active,Prone to feather plucking,"1,800"
Yellow-crowned Amazon,Bird,Central and South America,Medium; 350-450 grams,30-50 years,"Playful, vocal, and social",Feathers,Green with yellow crown,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience,Very social and communicative,Prone to obesity and feather plucking,"1,200"
Red-crowned Amazon,Bird,Central and South America,Medium; 350-450 grams,30-50 years,"Playful, vocal, and intelligent",Feathers,Green with red crown,Regular grooming and enrichment,High exercise needs; enjoys flying and play,Trainable with patience,Very social and intelligent,Prone to obesity and feather plucking,"1,200"
Bourke's Parrot,Bird,Australia,Small; 40-50 grams,10-15 years,"Calm, friendly, and quiet",Feathers,Pink and blue,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,Calm and gentle,Prone to respiratory issues,200
European Goldfinch,Bird,Europe,Small; 15-20 grams,5-10 years,"Active, social, and melodic",Feathers,Yellow, red, and black,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"1,221"
Society Finch,Bird,Asia,Small; 10-15 grams,5-10 years,"Social, active, and friendly",Feathers,Various colors including white, brown, and black,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"3,211"
Orange-cheeked Waxbill,Bird,Africa,Small; 10-15 grams,5-10 years,"Active, social, and cheerful",Feathers,Orange cheeks with green body,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,Cheerful and active,Prone to respiratory issues,70
Gouldian Finch,Bird,Australia,Small; 10-15 grams,5-10 years,"Colorful, social, and active",Feathers,Various colors including red, yellow, and green,Easy care; regular cage cleaning,Moderate exercise; enjoys flying,Not typically trained,"9,071"
Nebulosa Parrot,Bird,South America,Medium; 150-200 grams,20-30 years,"Playful, social, and intelligent",Feathers,Green with blue and red accents,Regular grooming and attention,Moderate exercise; enjoys interaction and play,Trainable with patience,Very social and intelligent,Prone to feather plucking,800
